ResponseId,gender,race,educ,income,party,bz_1,bz_2,bz_3,bz_4,bz_5,bz_6,bz_7,bz_8,bz_9,bz_10,bz_11,bz_12,bz_13,bz_14,bz_15,bz_16,bz_17,bz_18,bz_19,bz_20,bz_21,bz_22,bz_23,bz_24,bz_25,bz_26,bz_27,bz_28,bz_29,bz_30,bz_31,bz_32
R_5iyGciy3jhGzsnq,Male,White,"Associate's degree (for example, AA or AS)","$40,000 to $49,999",Democrat,0.10994968,0.0009261742,-0.04950866,-0.0038962592,0.04962026,-0.0070638764,0.07263242,0.014916034,-0.11124144,0.098225534,0.08192854,-0.054956313,-0.03527488,0.039589368,-0.06078531,-0.07042122,0.014758913,-0.032580514,-0.017943038,0.07668264,0.024043199,-0.052440926,0.07579072,0.09612449,0.1074176,-0.07912419,0.045762293,-0.012030939,-0.008194078,-0.072584584,0.07400817,0.055869125
R_5aafO3vyfRj97Lb,Female,White,"Graduate degree (for example, Master's degree or doctorate)","$100,000 to $124,999",Democrat,0.083820984,-0.017145695,-0.01624744,0.06759634,-0.060300194,-0.040215213,-0.0354305,0.011940668,-0.0005701538,0.044453554,0.08248019,-0.022849271,0.033479344,0.001908187,0.067839555,0.029031744,0.0015024431,0.018943971,0.0199465,0.03393411,0.0389584,-0.07397263,-0.019967152,-0.01949264,-0.030575914,-0.048613932,0.069165565,-0.0352796,0.038570967,0.0042585116,0.072549015,0.011268726
R_310PoeqMbZmuBVs,Female,White,High school diploma or GED,"$50,000 to $59,999",Independent,0.024493014,0.035894558,0.059592694,-0.0523056,5.256664e-05,0.010257146,-0.047533587,0.022466276,-0.063339755,0.09170933,0.037850138,0.019347824,0.07378112,0.025524665,-0.039746583,0.007555816,-0.081358984,0.048574567,0.06731804,-0.03712968,-0.034080185,-0.04672948,0.0035117771,0.02205414,-0.066441864,-0.08948284,0.010039734,-0.022253156,0.046714824,0.0017042039,0.0032396363,0.10703247
R_6rHXYv1KoNuIllz,Female,White,"Some college, no degree","$50,000 to $59,999",Democrat,0.08637382,0.025230095,-0.022023909,-0.008996027,-0.018327,-0.054155182,-0.08914095,0.042398002,-0.06362295,0.053154185,0.07844877,-0.007584735,0.047246385,-0.04590174,-0.02069196,0.041184615,-0.0783211,-0.017016321,0.070667684,-0.00077764224,0.018089052,-0.07560302,-0.009194748,-0.0186437,-0.09761046,-0.04499813,0.062235866,-0.02840728,0.07406956,0.009217602,0.070698455,0.07250597
R_67l1ebW7TV1NacZ,Male,White,"Bachelor's degree (for example, BA, BS, or AB)","$30,000 to $34,999",Independent,-0.022586163,0.041392934,0.011948755,0.008405117,0.009685058,0.0891552,0.009446792,0.06395658,-0.06357695,0.088313416,0.07331617,-0.003577166,-0.08667367,0.028659381,-0.09347392,-0.015801989,-0.063440084,0.0078096357,-0.031198403,0.037050188,0.034408968,-0.019500239,-0.0043864488,0.0519609,0.0016718488,-0.09302152,-0.013844877,0.05166504,0.013228087,0.028137721,0.07318207,0.02642593
R_1AL1ZkbHHgTGVis,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","Less than $5,000",Democrat,0.058472473,0.022824539,-0.048293978,0.11465907,-0.020128448,-0.011371053,-0.04286911,-0.0045928527,-0.031399827,0.10575469,0.073572025,0.023933941,-0.052347723,0.030778479,-0.034468573,-0.010267299,-0.14905562,0.031503174,0.10846426,0.0099331075,0.06804856,-0.05672765,0.053449564,0.036235683,0.05410206,-0.09305273,0.08393555,0.06828833,-0.022235883,-0.07295714,0.091086455,0.06128738
R_3XKXSvsTAQiVf45,Male,White,"Some college, no degree","$60,000 to $74,999",Republican,0.04618369,-0.009946879,0.0030424995,0.045988,-0.017163098,-0.03086526,-0.0190132,0.06556214,-0.027715903,0.052353866,0.10177408,-0.011493869,-0.03572674,0.044236083,0.020226113,-0.011914931,-0.038221218,0.027643103,-0.023599902,0.019043988,0.0032741572,-0.09455271,0.019082058,0.051502477,-0.10079547,-0.027472213,0.10464068,0.037127417,0.056725755,0.002728098,0.043359034,0.0799199
R_5g3sQV0z5MJPgul,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$150,000 or more",Independent,0.07445639,0.033149343,0.034329128,0.019752491,-0.029634716,-0.005792482,-0.08868079,0.023788113,0.0101133585,0.04979772,0.012348971,-0.076730385,-0.03596681,0.06924615,-0.051121227,0.042379078,0.0059514567,0.0063086934,0.02237988,-0.035386406,0.023380492,-0.028632263,0.03262055,0.066539384,0.0014692,-0.10298322,0.08427711,0.018985864,0.031862322,0.025033828,0.045142487,0.037897766
R_7rNcWg7V8D6ekDf,Male,White,"Graduate degree (for example, Master's degree or doctorate)","$150,000 or more",Independent,0.055406004,0.006634573,0.04851773,0.008462572,-0.03192202,-0.027017174,-0.01991849,0.053270664,0.059220124,0.03779377,0.05143081,-0.034866877,0.0015615643,0.058729187,0.02260341,0.024154907,0.083576754,0.029929284,-0.06232119,0.027299518,0.027670238,-0.070474364,0.04573816,0.03504229,-0.0072821714,-0.09454275,0.13308293,-0.023028677,0.072167195,0.051191874,0.036796696,0.055525415
R_5S0X6bkeUtdELIZ,Female,White,"Some college, no degree","$125,000 to $149,999",Republican,0.03113654,0.005911956,-0.012624407,0.10167661,-0.02638689,-0.027699824,-0.018550059,0.031227957,-0.03984902,0.050399072,0.092249304,0.016244614,-0.007562477,0.043468967,0.012727503,-0.01631334,-0.1103436,0.028281037,0.0044128955,-0.015214749,0.0064837565,-0.10976297,-0.038964238,0.054758936,-0.08323468,-0.01497623,0.07623047,0.051928263,0.045930825,-0.04686012,0.011478296,0.08234081
R_1riNL7P3yXnYPKM,Female,White,"Some college, no degree","$40,000 to $49,999",Democrat,0.11675249,0.019115178,-0.057236925,-0.026394162,-0.014405506,-0.0114985965,0.006826694,-0.010154673,-0.02746261,0.035688378,0.08605215,-0.03509348,-0.01465365,0.010193968,0.002565228,-0.01815018,-0.050553,-0.004444879,0.043822255,0.05202401,-0.026389511,-0.06944781,-0.020466186,-0.010580044,0.030676242,-0.044616155,0.06620481,-0.005543663,0.06263727,-0.057365134,0.071492404,0.044093885
R_3Hqrh58ys8b4P59,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$60,000 to $74,999",Republican,0.013541619,0.0024857637,-0.010499778,0.057305668,-0.023639888,-0.046676293,-0.049274605,0.0527718,-0.04835206,0.05202657,0.05512861,0.017998487,-0.08285116,0.04810405,-0.037798353,-0.0030589707,-0.09026366,0.05280268,0.048098706,-0.018677777,0.023310963,-0.062798895,-0.0005868678,0.025060259,-0.046439603,-0.024235863,0.08607785,0.052503407,0.014752205,-0.016539514,0.028419197,0.061370738
R_1QLJTh7LLMVc7A4,Female,Black or African American,"Bachelor's degree (for example, BA, BS, or AB)","$100,000 to $124,999",Republican,0.053910997,-0.07221356,0.042186283,0.030388447,-0.08249886,-0.10487196,-0.062047902,-0.015585606,0.005985354,0.09390098,0.039542526,0.039533954,-0.036881376,0.05874398,-0.040441744,0.057702105,0.06562304,-0.0061399243,0.029736592,-0.008331163,0.07600898,-0.010718089,-0.08536924,0.003336059,-0.04506976,0.019045677,0.09927478,0.042773332,-0.00781255,-0.06699581,0.07910179,0.019077182
R_1fpllbPo9514zTz,Female,White,"Some college, no degree","$50,000 to $59,999",Democrat,0.08637382,0.025230095,-0.022023909,-0.008996027,-0.018327,-0.054155182,-0.08914095,0.042398002,-0.06362295,0.053154185,0.07844877,-0.007584735,0.047246385,-0.04590174,-0.02069196,0.041184615,-0.0783211,-0.017016321,0.070667684,-0.00077764224,0.018089052,-0.07560302,-0.009194748,-0.0186437,-0.09761046,-0.04499813,0.062235866,-0.02840728,0.07406956,0.009217602,0.070698455,0.07250597
R_6pLwnrFMTvppjVz,Male,White,"Graduate degree (for example, Master's degree or doctorate)","$125,000 to $149,999",Independent,0.019480173,-0.0024744507,-0.006193783,-0.02204401,0.000121444464,0.037012625,0.0053963717,0.08518394,0.014875507,0.04819364,0.085221946,-0.02674835,-0.056992084,0.008001951,-0.046110727,-0.019492194,-0.022937048,-0.013023205,0.0022471955,0.06650418,0.03666996,-0.050509863,0.009365822,0.054233346,0.0074453736,-0.06692065,0.05271679,-0.003433166,0.026525602,0.06754321,0.011825314,0.05596722
